account_id,account_name,domain,industry,employee_range,country,lifecycle_stage,created_date,last_activity_date,owner,arr_eur,renewal_date
ACC-021447,DoriogorIndustries,doriogorindustries.com,Software,201-500,Fr,lead,22/08/2022,20/07/2023,m.delacroix,,
ACC-008344,Grimoquilogistics & Co,grimoquilogistics.eu,Telecom,51-200,nederland,lost,04/02/2021,21/07/2025,p.lindqvist,,
ACC-029595,OvalinexWorks,ovalinexworks.eu,Financial Services,11-50,Fr,lost,2026-01-18,,a.morel,,
ACC-022464,BriofinSolutions Group,briofinsolutions.com,Manufacturing,11-50,france,lost,02/12/2020,04/06/21,p.lindqvist,,
ACC-027044,MerinexPartners France,merinexpartners.co,Retail,11-50,FRANCE,customer,23/02/2019,08/26/19,p.lindqvist,40000,04/17/27
ACC-007883,CendratasDynamics SARL,www.cendratasdynamics.io,Agriculture,51-200,Switzerland,lost,06/07/25,,m.delacroix,,
ACC-026077,Cendracalenergie SAS,cendracalenergie.eu,Media,51-200,Netherlands,prospect,2019-01-30,26/06/2022,t.becker,,
ACC-019516,MerilumIndustries France,merilumindustries.fr,Real Estate,11-50,France,prospect,30/07/2024,03/21/26,l.moreau,,
ACC-020118,NovahalRetail SAS,novahalretail.fr,Logistics,51-200,Italy,lead,2021-02-11,12/16/25,j.vandenberg,,
ACC-004523,NovabelConseil,novabelconseil.io,Automotive,1001-5000,United Kingdom,customer,2024-10-23,2026-07-11,,25000,16/07/2027
ACC-016721,Nordirinfood,nordirinfood.io,Consulting,11-50,France,lost,10/20/25,2026-07-06,,,
ACC-014233,EstevanexForge France,estevanexforge.eu,Automotive,51-200,FR,lost,01/21/23,06/16/25,,,
ACC-029717,Merivialabs,,Retail,1-10,Fr,prospect,2026-01-18,,s.okafor,,
ACC-000041,BelfomarConsulting,belfomarconsulting.eu,Media,51-200,FR,lead,13/06/2021,13/10/2024,,,
ACC-003631,Wallicalindustries,wallicalindustries.fr,Energy,11-50,Fr,lead,2021-12-04,2023-11-04,m.delacroix,,
ACC-000065,CendralumRetail SAS,cendralumretail.fr,Real Estate,201-500,france,prospect,2020-01-14,,,,
ACC-007537,Fabricalenergie SAS,fabricalenergie.com,Automotive,11-50,DE,lost,2021-04-17,31/01/2023,p.lindqvist,,
ACC-002061,Haldequidata SAS,haldequidata.eu,Financial Services,11-50,CH,lead,06/06/19,11/11/2025,a.morel,,
ACC-027634,PrimohalRetail SARL,primohalretail.eu,Construction,11-50,Espagne,lead,07/25/21,13/01/2025,m.delacroix,,
ACC-020685,JuntodorSoft,juntodorsoft.com,Automotive,1-10,France,lead,18/05/2021,24/10/2023,,,
ACC-025370,Novavenfood Group,,Financial Services,1-10,FRANCE,prospect,2026-04-05,06/28/26,p.lindqvist,,
ACC-011672,CaurilumFood,caurilumfood.eu,Logistics,1-10,france,lead,2022-09-30,16/02/2025,m.delacroix,,
ACC-013776,OptinexLab,optinexlab.co,Software,201-500,Espagne,opportunity,03/12/21,11/01/2025,s.okafor,,
ACC-010493,OvaliLogic SARL,ovalilogic.eu,Construction,51-200,NL,opportunity,2019-08-06,01/21/24,t.becker,,
ACC-021707,Cendrahalpharma & Co,cendrahalpharma.com,Software,11-50,France,prospect,05/23/24,01/13/26,s.okafor,,
ACC-025230,VectomarSolutions Group,vectomarsolutions.io,,51-200,france,prospect,09/01/25,,,,
ACC-018098,RoccadorSystems,roccadorsystems.com,Real Estate,51-200,Spain,customer,2025-09-12,23/02/2026,t.becker,8000,07/31/26
ACC-020004,DelfilexRetail Group,delfilexretail.com,Consulting,201-500,FR,lead,01/20/22,20/12/2023,p.lindqvist,,
ACC-004960,Terrahalpartners,terrahalpartners.eu,Healthcare,11-50,Fr,lead,28/06/2018,11/17/23,s.okafor,,
ACC-017851,Quantiprasolutions SARL,quantiprasolutions.io,Financial Services,11-50,NL,lead,23/10/2020,2022-07-01,t.becker,,
ACC-009524,IberiEnergie & Co,www.iberienergie.io,,51-200,nederland,lead,12/24/24,01/02/2026,l.moreau,,
ACC-026942,YellorinImmo Group,yellorinimmo.eu,Automotive,51-200,France,lost,04/07/2024,12/20/24,l.moreau,,
ACC-009497,Lorrigorpartners,lorrigorpartners.co,Education,11-50,DE,lead,25/12/2018,09/20/23,m.delacroix,,
ACC-028506,Haldehalgroup,www.haldehalgroup.co,Telecom,51-200,Netherlands,lead,2022-10-24,,l.moreau,,
ACC-020411,MeriquiDynamics Group,meriquidynamics.com,Media,201-500,Fr,churned,2023-10-30,2026-05-22,p.lindqvist,3000,
ACC-004873,Cortilexmedia France,cortilexmedia.fr,Construction,51-200,Netherlands,lead,08/04/2024,19/02/2026,j.vandenberg,,
ACC-011868,IbericalIndustries SARL,,Media,1001-5000,FRANCE,lost,2025-06-15,2025-08-04,s.okafor,,
ACC-019753,BelfomarForge Group,belfomarforge.fr,Construction,1-10,ES,lead,04/24/22,07/17/26,l.moreau,,
ACC-014319,Talohalhub SARL,talohalhub.com,Consulting,51-200,Espagne,lead,06/01/2021,22/07/2023,c.rinaldi,,
ACC-005447,AltahalIndustries,,Media,51-200,Belgium,opportunity,29/03/2026,06/16/26,j.vandenberg,,
ACC-026318,SerenigorData,serenigordata.io,Manufacturing,1-10,Italy,lead,10/04/21,,s.okafor,,
ACC-008209,Haldefingroup SAS,,Financial Services,201-500,Pays-Bas,prospect,13/01/2018,08/03/2024,,,
ACC-004394,Ulmirintech SAS,ulmirintech.io,Software,201-500,NL,lead,13/10/2022,10/18/23,s.okafor,,
ACC-009215,Sylvaquilogistics SAS,sylvaquilogistics.eu,Retail,11-50,france,opportunity,20/03/2020,2024-01-16,,,
ACC-029379,HALDETASDYNAMICS,www.haldetasdynamics.eu,Real Estate,11-50,Espagne,prospect,03/10/20,,s.okafor,,
ACC-025878,Flexilumlogistics & Co,flexilumlogistics.fr,Media,51-200,FR,lost,06/01/18,21/01/2023,l.moreau,,
ACC-006238,Solihalforge,solihalforge.com,Education,51-200,belgium,lead,31/07/2021,24/05/2022,m.delacroix,,
ACC-015705,RapinexData,rapinexdata.fr,Automotive,1001-5000,FRANCE,prospect,02/17/26,05/07/26,,,
ACC-006454,Cendraquiimmo SAS,www.cendraquiimmo.com,Consulting,201-500,Netherlands,lead,2024-09-17,12/15/25,s.okafor,,
ACC-025997,VectohalDigital,,Financial Services,51-200,france,lead,2025-05-13,2026-01-31,,,
ACC-012977,BelfomarPartners Group,,Telecom,201-500,FR,lost,23/02/2018,2020-02-28,a.morel,,
ACC-025517,Stellafinmedia SARL,stellafinmedia.fr,Healthcare,201-500,ES,lost,04/27/19,2021-08-13,l.moreau,,
ACC-008166,BelfolumGroup,belfolumgroup.com,Education,201-500,Allemagne,prospect,10/18/23,04/17/26,l.moreau,,
ACC-001206,Nordipartners,nordipartners.co,Healthcare,51-200,Fr,prospect,26/06/2023,11/02/24,j.vandenberg,,
ACC-020338,PerribelRetail SA,perribelretail.co,Construction,501-1000,Italie,prospect,2018-01-20,10/04/2021,c.rinaldi,,
ACC-007362,AltalexConsulting SA,altalexconsulting.fr,Agriculture,201-500,Fr,prospect,28/09/2018,03/01/24,j.vandenberg,,
ACC-007612,Kelvihalflow & Co,kelvihalflow.eu,Logistics,11-50,france,lost,01/13/26,08/03/2026,a.morel,,
ACC-024932,DorioquiFinance,dorioquifinance.io,Energy,51-200,DE,churned,04/02/22,08/23/23,c.rinaldi,5000,
ACC-000794,Ivoroquidynamics & Co,ivoroquidynamics.com,Logistics,11-50,Spain,lost,05/13/22,04/07/2025,c.rinaldi,,
ACC-005226,Vertiquipharma,vertiquipharma.co,Financial Services,11-50,Fr,prospect,04/13/22,01/25/26,,,
ACC-008810,Altalumlogistics Group,altalumlogistics.com,Logistics,201-500,belgium,lead,2025-07-20,10/13/25,,,
ACC-012498,Serenibelforge SA,serenibelforge.eu,Energy,11-50,NL,lead,06/30/20,06/19/22,p.lindqvist,,
ACC-025589,IberisolDigital Group,iberisoldigital.co,Real Estate,201-500,Netherlands,lead,2020-02-20,10/05/2021,,,
ACC-005204,Optirinlab,optirinlab.com,Telecom,51-200,FR,prospect,02/08/2025,16/11/2025,a.morel,,
ACC-002134,Doriomarlogic SA,doriomarlogic.fr,Telecom,11-50,Allemagne,lead,02/17/21,07/26/25,t.becker,,
ACC-011077,Ovaligorlogic,ovaligorlogic.com,Financial Services,51-200,france,lead,2021-10-06,01/16/23,p.lindqvist,,
ACC-000875,RoccaquiServices & Co,roccaquiservices.eu,Media,11-50,IT,prospect,2025-02-23,,,,
ACC-000121,Roccaworks,,Automotive,51-200,France,lead,09/11/19,18/10/2019,t.becker,,
ACC-020607,FernoquiFood France,fernoquifood.com,Software,51-200,France,lead,15/06/2025,11/13/25,s.okafor,,
ACC-007982,VespinexPartners,vespinexpartners.fr,Real Estate,51-200,nederland,lead,23/02/2024,15/04/2026,,,
ACC-016657,SerenifinGroup France,serenifingroup.com,Consulting,51-200,UK,opportunity,2024-08-09,26/10/2025,t.becker,,
ACC-000101,Nordiindustries,nordiindustries.io,Education,501-1000,Belgique,lost,02/26/23,02/21/26,a.morel,,
ACC-016669,TerradorFinance Group,terradorfinance.co,Hospitality,51-200,France,opportunity,17/05/2025,2026-05-31,,,
ACC-010908,PrimocalTech,primocaltech.com,Agriculture,,BE,prospect,19/10/2020,,j.vandenberg,,
ACC-014905,AltalumLab,altalumlab.com,Agriculture,51-200,Italy,lead,2022-06-12,06/18/24,,,
ACC-018711,YelloPartners,yellopartners.co,Logistics,51-200,Spain,customer,18/06/2021,30/08/2022,,3000,09/04/2027
ACC-005084,BriorinSystems,briorinsystems.io,Software,11-50,France,prospect,23/10/2024,07/08/26,s.okafor,,
ACC-012989,KelvibelPartners & Co,kelvibelpartners.com,Telecom,51-200,FR,lead,12/16/23,11/01/2024,a.morel,,
ACC-022580,ZephimarImmo & Co,zephimarimmo.fr,Manufacturing,5000+,CH,lead,11/19/23,2026-07-17,j.vandenberg,,
ACC-023962,Ederirinservices France,ederirinservices.fr,Education,11-50,Fr,prospect,11/04/2024,2025-02-19,s.okafor,,
ACC-022125,Primorinmedia Group,primorinmedia.eu,Automotive,11-50,Belgique,churned,12/30/22,20/09/2024,,5000,
ACC-007677,Cortiviaretail,cortiviaretail.co,Consulting,1001-5000,CH,prospect,05/24/21,08/11/23,s.okafor,,
ACC-000835,Fernovendigital,fernovendigital.eu,Healthcare,1-10,Italie,lead,02/15/22,,s.okafor,,
ACC-002089,ArdentasConseil SA,ardentasconseil.fr,,11-50,france,churned,2026-05-05,17/05/2026,j.vandenberg,12000,
ACC-008430,Meripraindustries SARL,meripraindustries.co,Consulting,1-10,FRANCE,prospect,2024-06-22,2025-02-11,p.lindqvist,,
ACC-002417,Haldequienergie,haldequienergie.eu,Logistics,11-50,Fr,prospect,2026-05-25,2026-07-09,m.delacroix,,
ACC-010873,KelvitasDynamics,kelvitasdynamics.eu,Automotive,11-50,ES,churned,27/07/2024,01/06/25,s.okafor,8000,
ACC-016388,AxioviaForge,axioviaforge.fr,Construction,501-1000,Suisse,lost,2025-08-20,04/08/26,j.vandenberg,,
ACC-019342,CortilumFlow,cortilumflow.eu,Telecom,201-500,Belgium,prospect,06/11/22,,,,
ACC-018651,Mavilummobility SA,mavilummobility.eu,Financial Services,11-50,Fr,prospect,06/05/19,26/09/2022,s.okafor,,
ACC-016864,Belfonexmedia,belfonexmedia.fr,Education,201-500,Italie,lost,2018-04-28,2022-12-30,m.delacroix,,
ACC-026609,QuantivenEnergie SAS,www.quantivenenergie.fr,Construction,501-1000,NL,lead,01/28/19,11/05/24,,,
ACC-029445,HALDENEXFOOD,www.haldenexfood.io,Energy,11-50,France,lead,04/04/20,,j.vandenberg,,
ACC-011753,FabricalWorks & Co,fabricalworks.eu,Telecom,11-50,france,lead,11/16/23,04/11/2025,,,
ACC-022220,VertihalTech,vertihaltech.fr,Telecom,201-500,Italie,lost,16/11/2023,,a.morel,,
ACC-006209,Perriquiworks & Co,perriquiworks.io,Telecom,,Belgium,customer,2023-08-15,11/13/25,s.okafor,40000,05/22/27
ACC-013016,Norditasdynamics,norditasdynamics.fr,Logistics,201-500,CH,lost,07/28/25,,a.morel,,
ACC-004207,BelfofinData,,Agriculture,11-50,Belgium,customer,2023-06-18,,,40000,2027-03-07
ACC-017444,OvalinexMedia,ovalinexmedia.com,Manufacturing,51-200,France,prospect,21/05/2021,2025-09-14,l.moreau,,
ACC-026974,Stellaringroup & Co,stellaringroup.com,Hospitality,1-10,nederland,customer,08/07/25,,p.lindqvist,18000,07/15/26
ACC-006747,Vespiviadata,vespiviadata.fr,Financial Services,11-50,Italie,lost,29/12/2019,2025-11-19,m.delacroix,,
ACC-009751,TaloSolutions France,talosolutions.io,Agriculture,11-50,Spain,lost,2019-10-14,31/12/2024,a.morel,,
ACC-010289,CendralexSoft SARL,cendralexsoft.com,Real Estate,51-200,France,lead,10/25/22,04/12/2022,l.moreau,,
ACC-008288,Quantifinservices & Co,quantifinservices.fr,Logistics,51-200,France,prospect,07/23/18,2018-10-17,,,
ACC-003426,Axiobelservices SAS,axiobelservices.eu,Software,11-50,Fr,customer,10/30/25,01/28/26,j.vandenberg,18000,2027-01-14
ACC-010152,FernobelImmo,fernobelimmo.fr,Education,1-10,belgium,churned,2023-06-08,18/07/2026,l.moreau,5000,
ACC-018259,Kelvisolenergie France,kelvisolenergie.io,Telecom,501-1000,ES,lead,20/08/2018,,l.moreau,,
ACC-012448,Ivorosolsolutions,ivorosolsolutions.fr,Media,11-50,United Kingdom,lead,23/07/2021,11/30/22,t.becker,,
ACC-020661,Vectomarsolutions France,vectomarsolutions.fr,Manufacturing,201-500,BE,lost,08/02/2022,2023-05-14,c.rinaldi,,
ACC-029306,GallisolGroup (old),gallisolgroup.com,Telecom,11-50,France,prospect,2019-07-01,,,,
ACC-006181,DoriovenSoft France,doriovensoft.fr,,51-200,GB,prospect,11/23/21,10/02/2026,t.becker,,
ACC-000178,Flexiviaservices,flexiviaservices.fr,Telecom,51-200,Fr,lost,2022-08-11,2024-02-02,,,
ACC-010663,Gallinexforge,gallinexforge.fr,Agriculture,51-200,france,lead,12/12/2025,04/11/26,m.delacroix,,
ACC-016644,FabrimarPartners SA,fabrimarpartners.co,Agriculture,1001-5000,FR,prospect,2019-10-13,04/06/2023,,,
ACC-003294,Mavicalservices,mavicalservices.com,Telecom,201-500,france,customer,07/01/2025,,,18000,2026-11-09
ACC-016133,ArdenhalDigital SA,ardenhaldigital.fr,Logistics,501-1000,nederland,customer,15/08/2022,2025-01-29,m.delacroix,3000,30/03/2027
ACC-011908,SylvatasTech,sylvatastech.io,Consulting,11-50,Suisse,prospect,2018-01-01,,t.becker,,
ACC-011137,Serenidorimmo,serenidorimmo.co,Telecom,11-50,Allemagne,prospect,10/11/24,16/02/2025,a.morel,,
ACC-005903,GrimobelRetail France,grimobelretail.co,Energy,1001-5000,Fr,lead,12/01/19,2025-01-17,,,
ACC-003848,Iberirinservices & Co,iberirinservices.com,Education,201-500,FR,prospect,08/11/2022,02/12/2025,m.delacroix,,
ACC-007313,KelviquiDigital SA,,Agriculture,501-1000,Spain,lead,02/04/26,23/05/2026,a.morel,,
ACC-020963,Heliocalfood,heliocalfood.fr,Media,201-500,nederland,prospect,2026-07-04,,j.vandenberg,,
ACC-028926,Nordisolforge,nordisolforge.fr,Agriculture,501-1000,france,lead,17/06/2023,,c.rinaldi,,
ACC-025503,MavigorRetail,mavigorretail.co,Hospitality,501-1000,CH,lead,07/12/24,2026-03-26,s.okafor,,
ACC-009770,BriolexMobility,,,11-50,Switzerland,churned,13/01/2021,,j.vandenberg,12000,
ACC-016391,Sylvagorsystems SARL,sylvagorsystems.fr,Energy,11-50,Switzerland,lost,01/21/22,2022-02-12,s.okafor,,
ACC-014714,DorioviaGroup,,Logistics,51-200,belgium,prospect,04/30/18,,a.morel,,
ACC-024699,Neorinenergie SARL,neorinenergie.fr,Energy,11-50,BE,lead,06/05/20,03/07/21,a.morel,,
ACC-002783,Mavihalconsulting France,mavihalconsulting.fr,Construction,51-200,germany,lost,12/02/2024,30/04/2024,m.delacroix,,
ACC-018126,Lorrisolservices SARL,lorrisolservices.com,Construction,51-200,Italie,prospect,23/05/2019,14/10/2020,s.okafor,,
ACC-008109,AxiofinLogistics,axiofinlogistics.io,Education,11-50,Fr,prospect,11/28/19,01/04/21,c.rinaldi,,
ACC-007070,TaloImmo SARL,www.taloimmo.com,Financial Services,51-200,Switzerland,lead,2019-08-03,17/01/2022,m.delacroix,,
ACC-022482,FabriData France,fabridata.fr,Consulting,51-200,Netherlands,churned,25/04/2021,07/11/25,,8000,
ACC-014831,Taloquiservices & Co,taloquiservices.com,Automotive,501-1000,Spain,lost,29/08/2023,31/08/2025,l.moreau,,
ACC-016787,Vertisolsystems,www.vertisolsystems.co,Education,,Switzerland,lead,12/10/2023,05/31/25,c.rinaldi,,
ACC-021583,ArdenpraDigital & Co,ardenpradigital.com,Software,11-50,Germany,lost,19/06/2025,,t.becker,,
ACC-024118,Grimodigital SAS,grimodigital.io,Telecom,51-200,Fr,prospect,2022-10-21,28/06/2025,,,
ACC-019347,KelvirinData SAS,kelvirindata.eu,Construction,501-1000,belgium,lost,03/07/2024,2025-09-26,m.delacroix,,
ACC-011088,FernoFlow,fernoflow.com,Telecom,11-50,NL,lost,14/05/2025,2025-10-08,m.delacroix,,
ACC-011449,Neofinimmo SARL,neofinimmo.eu,Manufacturing,201-500,Switzerland,lost,27/12/2025,,s.okafor,,
ACC-007765,Ederilexdigital SA,ederilexdigital.co,Retail,,FR,lead,10/04/20,2025-07-19,,,
ACC-001451,Fernogordynamics,fernogordynamics.fr,Media,201-500,france,lost,2023-10-24,,m.delacroix,,
ACC-005918,Ovalirinenergie,ovalirinenergie.co,Media,51-200,FRANCE,opportunity,2020-12-21,,,,
ACC-019561,Novaconsulting France,novaconsulting.io,Education,51-200,France,lead,2021-08-07,08/16/23,t.becker,,
ACC-024549,LumifinImmo,lumifinimmo.fr,Healthcare,51-200,Netherlands,prospect,05/16/23,,j.vandenberg,,
ACC-011643,AxiogorGroup,axiogorgroup.eu,Education,11-50,france,prospect,2021-11-06,02/02/2026,l.moreau,,
ACC-020286,MerivenFinance,merivenfinance.co,Agriculture,1-10,UK,customer,2023-05-04,2023-09-14,c.rinaldi,25000,04/09/2026
ACC-003964,Sylvagorsoft,sylvagorsoft.io,,,FR,lead,28/06/2025,11/02/25,j.vandenberg,,
ACC-015954,MeridorLogic,meridorlogic.com,Manufacturing,1001-5000,Pays-Bas,customer,11/01/20,09/05/2026,l.moreau,12000,11/03/26
ACC-008802,QuanticalWorks SAS,quanticalworks.fr,Energy,,Espagne,lead,30/05/2020,,,,
ACC-029175,VectoviaLabs - import,vectovialabs.co,Telecom,11-50,france,lost,2023-03-15,,l.moreau,,
ACC-003522,Lorrilumhub SA,lorrilumhub.fr,Retail,1-10,BE,opportunity,2021-09-19,03/06/2024,s.okafor,,
ACC-009938,ArdentasForge SA,ardentasforge.com,Hospitality,51-200,france,lead,19/09/2025,10/17/25,s.okafor,,
ACC-019999,AltatasIndustries France,altatasindustries.co,,51-200,Allemagne,opportunity,2025-05-13,,,,
ACC-027508,SerenigorLogistics,serenigorlogistics.eu,,5000+,FRANCE,customer,05/31/22,05/02/25,s.okafor,18000,16/02/2027
ACC-025905,MavihalConsulting SARL,mavihalconsulting.co,Automotive,1-10,FR,lost,25/09/2025,2025-12-26,c.rinaldi,,
ACC-020569,CendrarinTech,cendrarintech.fr,Education,1001-5000,Belgique,customer,2023-07-21,10/03/25,j.vandenberg,18000,10/20/26
ACC-024240,StellasolDigital SARL,stellasoldigital.com,Retail,11-50,Allemagne,lead,02/20/21,2023-05-12,p.lindqvist,,
ACC-025010,Lumilumenergie SARL,lumilumenergie.fr,,11-50,FRANCE,customer,26/12/2024,2025-04-03,p.lindqvist,12000,24/07/2026
ACC-027337,DelfitasTech SAS,delfitastech.fr,Manufacturing,1-10,GB,lead,19/12/2019,07/01/25,j.vandenberg,,
ACC-011805,RapiviaPharma,rapiviapharma.com,Financial Services,501-1000,NL,prospect,11/06/2026,06/13/26,c.rinaldi,,
ACC-023080,FabrilumSystems & Co,fabrilumsystems.fr,,11-50,france,prospect,16/02/2022,2024-07-08,,,
ACC-011883,FlexipraEnergie,flexipraenergie.io,Financial Services,51-200,FR,prospect,2019-03-10,20/02/2021,l.moreau,,
ACC-012926,Ivoroconseil France,ivoroconseil.eu,Manufacturing,1-10,germany,churned,2023-07-28,11/07/24,c.rinaldi,12000,
ACC-016402,HeliopraLab,heliopralab.fr,Logistics,201-500,NL,lead,12/05/19,,,,
ACC-000231,LumisolMedia,lumisolmedia.co,Retail,1001-5000,Switzerland,lead,13/12/2020,06/09/23,a.morel,,
ACC-010008,CendrapraMedia,cendrapramedia.com,Hospitality,201-500,Fr,lead,08/02/2018,,j.vandenberg,,
ACC-023584,SylvalumServices,sylvalumservices.fr,Software,1-10,BE,lost,26/08/2018,16/05/2024,j.vandenberg,,
ACC-010688,Cendrafinforge Group,cendrafinforge.eu,Agriculture,11-50,FR,lead,2019-02-17,,a.morel,,
ACC-017754,BriosolMedia,briosolmedia.com,Media,51-200,Espagne,opportunity,04/04/26,2026-05-30,l.moreau,,
ACC-003346,VectocalLabs,vectocallabs.eu,Consulting,11-50,nederland,lost,2018-08-03,,,,
ACC-003005,NeobelPharma,neobelpharma.com,Logistics,51-200,GB,lead,2018-12-15,2025-01-09,m.delacroix,,
ACC-017858,Dorioquienergie France,dorioquienergie.co,Automotive,11-50,Netherlands,customer,2024-12-19,,,3000,2026-07-01
ACC-011298,YellovenLabs,yellovenlabs.co,Logistics,51-200,belgium,lead,2021-11-17,2025-11-04,,,
ACC-012382,Delfimardigital SARL,www.delfimardigital.co,,51-200,Italie,customer,11/04/2018,03/12/22,l.moreau,40000,01/09/2026
ACC-020554,ArdenrinHub France,ardenrinhub.com,Manufacturing,501-1000,spain,opportunity,13/08/2018,2019-01-20,m.delacroix,,
ACC-018161,GallipraConseil,gallipraconseil.io,Manufacturing,51-200,france,lead,2018-05-25,,l.moreau,,
ACC-006393,SylvagorConsulting & Co,sylvagorconsulting.com,Energy,11-50,FRANCE,churned,2023-02-21,2024-05-17,m.delacroix,8000,
ACC-020346,AxioServices,axioservices.com,Construction,51-200,FR,lead,01/26/21,,t.becker,,
ACC-018521,Belfofinsystems,belfofinsystems.com,Real Estate,201-500,france,lead,28/05/2020,13/01/2023,p.lindqvist,,
ACC-026167,NovanexLogic SA,novanexlogic.co,Education,,belgium,opportunity,26/11/2023,14/01/2024,s.okafor,,
ACC-007175,Heliocalgroup,,Manufacturing,11-50,FR,prospect,08/28/22,2026-01-02,m.delacroix,,
ACC-024440,TalobelServices,talobelservices.eu,Manufacturing,,Fr,lead,01/05/25,10/21/25,,,
ACC-012742,Neosolsolutions France,neosolsolutions.fr,Consulting,11-50,Spain,prospect,01/23/24,10/26/25,s.okafor,,
ACC-000929,Lumiflow,,Healthcare,501-1000,France,lead,29/10/2024,21/06/2025,m.delacroix,,
ACC-028444,Belfodorworks France,belfodorworks.co,,1-10,Netherlands,lead,19/09/2023,,c.rinaldi,,
ACC-016621,Talonexconsulting & Co,talonexconsulting.io,Agriculture,1-10,Netherlands,customer,2019-09-06,09/08/20,,12000,2027-06-06
ACC-012026,Lumilexpharma,lumilexpharma.io,Consulting,5000+,Belgium,lead,23/06/2026,19/07/2026,l.moreau,,
ACC-023222,LumihalMobility,lumihalmobility.com,Hospitality,51-200,France,prospect,29/06/2022,2024-09-17,p.lindqvist,,
ACC-019208,Lorrilumgroup SA,lorrilumgroup.com,Consulting,51-200,France,prospect,11/17/22,2023-07-24,l.moreau,,
ACC-025286,Rapipratech Group,rapipratech.com,Consulting,1-10,belgium,lost,06/11/19,26/08/2021,,,
ACC-002800,SylvatasServices SARL,,Retail,11-50,Fr,lead,06/21/24,,j.vandenberg,,
ACC-009787,OptipraLogistics,optipralogistics.fr,Healthcare,1-10,Belgium,customer,2019-10-24,02/06/20,c.rinaldi,5000,11/22/26
ACC-020280,Neolumlogic SAS,,Energy,11-50,Germany,prospect,05/03/2018,2020-09-12,,,
ACC-013649,HaldevenWorks & Co,haldevenworks.io,Software,201-500,FR,customer,06/07/2023,04/17/24,a.morel,18000,07/10/26
ACC-000134,VectofinForge & Co,vectofinforge.eu,Healthcare,11-50,FR,lead,2018-12-18,06/04/2020,t.becker,,
ACC-016949,CaurinexDigital,caurinexdigital.eu,Manufacturing,51-200,france,customer,05/20/23,2023-12-03,,8000,05/03/27
ACC-019489,Optifinsoft SA,www.optifinsoft.co,Telecom,1001-5000,FRANCE,customer,2020-02-20,,,5000,10/02/2027
ACC-009347,Neorindynamics & Co,neorindynamics.fr,Education,501-1000,Allemagne,churned,17/02/2020,2020-07-12,p.lindqvist,8000,
ACC-009606,FernorinDigital Group,fernorindigital.com,Automotive,,france,customer,11/16/24,2026-06-13,l.moreau,18000,2026-10-30
ACC-006154,EderigorSystems France,ederigorsystems.com,Consulting,201-500,France,opportunity,27/02/2021,,l.moreau,,
ACC-024931,Roccapralogistics SARL,,Energy,201-500,france,lead,2022-11-18,12/03/25,c.rinaldi,,
ACC-020895,Cauriprafinance SA,cauriprafinance.fr,Logistics,51-200,Belgium,prospect,2020-08-29,22/05/2026,p.lindqvist,,
ACC-014409,NovacalTech & Co,novacaltech.fr,Real Estate,11-50,Pays-Bas,lead,22/02/2022,11/03/2022,,,
ACC-004310,VertisolConseil SA,vertisolconseil.io,,11-50,FR,prospect,2024-05-15,28/08/2025,j.vandenberg,,
ACC-009172,AltaviaData France,altaviadata.io,Education,11-50,Spain,lead,2024-02-11,03/01/24,c.rinaldi,,
ACC-009844,Ovalinexsolutions,ovalinexsolutions.fr,Healthcare,11-50,Netherlands,prospect,2021-08-23,19/09/2023,m.delacroix,,
ACC-018672,SerenidorImmo Group,serenidorimmo.com,Education,11-50,france,lead,04/18/26,06/22/26,,,
ACC-009837,MerimarMobility,merimarmobility.com,Real Estate,1001-5000,Switzerland,prospect,04/23/26,2026-05-12,l.moreau,,
ACC-018709,FernofinConseil,,Construction,11-50,France,prospect,09/08/2019,18/11/2020,,,
ACC-005494,BriopraGroup Group,briopragroup.io,Education,1001-5000,Belgique,prospect,2023-12-14,2024-11-12,s.okafor,,
ACC-016699,Fernolumpartners SA,fernolumpartners.com,Financial Services,,Fr,lead,10/13/20,05/30/25,s.okafor,,
ACC-001371,OptiquiHub Group,optiquihub.fr,Hospitality,51-200,DE,customer,2025-07-30,12/04/2026,t.becker,18000,2027-01-20
ACC-005423,JuntovenRetail & Co,juntovenretail.fr,Software,11-50,nederland,prospect,2022-07-07,08/14/22,j.vandenberg,,
ACC-013056,OptihalLabs,optihallabs.fr,Telecom,1001-5000,nederland,lost,11/17/20,21/05/2022,m.delacroix,,
ACC-022589,OvalivenForge France,ovalivenforge.com,Logistics,5000+,ES,lost,2018-01-04,,a.morel,,
ACC-023529,Caurihalindustries Group,caurihalindustries.com,Real Estate,51-200,France,lead,01/11/26,13/06/2026,j.vandenberg,,
ACC-006286,Optiviafinance,optiviafinance.fr,Energy,11-50,Fr,lead,15/05/2023,2024-08-17,j.vandenberg,,
ACC-022814,Optigorworks SAS,optigorworks.fr,Agriculture,201-500,Fr,lead,2022-11-30,2024-08-23,m.delacroix,,
ACC-001297,Juntofinpharma,juntofinpharma.fr,Software,5000+,FRANCE,prospect,09/05/2020,2025-09-04,s.okafor,,
ACC-019443,BriovenRetail SA,briovenretail.com,Financial Services,11-50,NL,lead,05/01/2018,2021-01-13,p.lindqvist,,
ACC-022542,OptivenRetail SARL,optivenretail.com,Automotive,11-50,FR,churned,06/16/26,,p.lindqvist,5000,
ACC-001340,Solilumdigital France,,Healthcare,51-200,Fr,lead,26/07/2021,26/09/2024,p.lindqvist,,
